agerange,age,browser,category,device,gender,language,latitude,longitude,nav,os,role,city,region,user,pageviewtime,date,item,navigation
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,1c24bce7-0290-4541-a18b-531c5a7b459e,8.375,20200613,Physical Exam,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,1c24bce7-0290-4541-a18b-531c5a7b459e,6.758,20200613,Physical Activity,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,1c24bce7-0290-4541-a18b-531c5a7b459e,153.3056487,20200613,Immunization,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200613,Eyes,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200613,Eyes,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200613,Eyes,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200613,Eyes,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200613,Eyes,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200613,Eyes,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200613,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,14.4,20200613,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200613,Eyes,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,1c24bce7-0290-4541-a18b-531c5a7b459e,87749.903,20200614,Immunization,body
all ages,Unspecified,Safari,,iPhone,male,english,,,,iOS,provider,Ottawa,Ontario,,26.812,20200614,Covid-19,body
all ages,Unspecified,Safari,,iPhone,male,english,,,,iOS,provider,Ottawa,Ontario,,8.554,20200614,Sun Exposure,body
all ages,Unspecified,Safari,,iPhone,male,english,,,,iOS,provider,Ottawa,Ontario,,39.465,20200614,Physical Exam,body
all ages,Unspecified,Safari,,iPhone,male,english,,,,iOS,provider,Ottawa,Ontario,,93.302,20200614,Bone,body
all ages,Unspecified,Safari,,iPhone,female,english,,,,iOS,provider,Ottawa,Ontario,,11.6,20200614,Aorta,body
all ages,Unspecified,Safari,,iPhone,female,english,,,,iOS,provider,Ottawa,Ontario,,99.885,20200614,Breast,body
Middle,59,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,20.785,20200614,Covid-19,body
Middle,59,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,1c24bce7-0290-4541-a18b-531c5a7b459e,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200614,Covid-19,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,9.831,20200614,Eyes,body
Young,23,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,66333ffd-cd58-4f2b-982b-65041ce12ce3,153.3056487,20200614,Physical Activity,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,18.44,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,6.694,20200614,Memory Problems,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,9.657,20200614,Physical Exam,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,427.111,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,162.638,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,18.524,20200614,Physical Exam,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Eyes,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,70.021,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200614,Covid-19,body
Young,44,Chrome,,WindowsPC,male,english,,,,Windows,patient,Ottawa,Ontario,9bc219ee-73c0-46fb-9552-e0d5658ac456,249700.826,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,15.202,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Eyes,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,french,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Eyes,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Eyes,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,10.396,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,8.214,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,18.19,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,5.272,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,7.449,20200615,Eyes,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,16.036,20200615,Eyes,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,7.115,20200615,Eyes,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,7.341,20200615,Sun Exposure,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,7.357,20200615,Immunization,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,41,Safari,,iPhone,female,english,,,,iOS,patient,Ottawa,Ontario,,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,34,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,11.414,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,41.819,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,13.546,20200615,Covid-19,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,37.536,20200615,Memory Problems,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,81.224,20200615,Physical Exam,body
Young,24,Chrome,,WindowsPC,male,english,,,,Windows,patient,Toronto,Ontario,e6733a8d-d4c5-4e29-a890-6288783edb08,153.3056487,20200615,Covid-19,body
