age,browser,city,date,device,gender,item,language,navigation,os,pageviewtime,region,role,user
"40","Chrome","Ottawa","20200811","AndroidPhone","female","Bowel","english","body","AndroidOS",2.638,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","female","Ovary","english","body","AndroidOS",2.502,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Uterus","english","body","AndroidOS",5.954,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Sun Exposure","english","body","AndroidOS",2.998,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Covid-19","english","body","AndroidOS",3.064,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Memory Problems","english","body","AndroidOS",2.42,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Physical Exam","english","body","AndroidOS",2.425,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Physical Activity","english","body","AndroidOS",2.228,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Immunization","english","body","AndroidOS",2.262,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Eyes","english","body","AndroidOS",2.051,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Falls","english","body","AndroidOS",2.209,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Sexual Organs","english","body","AndroidOS",2.64,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Bone","english","body","AndroidOS",3.095,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Lungs","english","body","AndroidOS",2.256,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Heart","english","body","AndroidOS",2.286,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Aorta","english","body","AndroidOS",2.254,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Stomach","english","body","AndroidOS",2.229,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Liver","english","body","AndroidOS",2.459,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Pancreas","english","body","AndroidOS",3.334,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"40","Chrome","Ottawa","20200811","AndroidPhone","male","Bowel","english","body","AndroidOS",3.324,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Aorta","english","body","AndroidOS",296.956,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Sun Exposure","english","body","AndroidOS",2.37,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Covid-19","english","body","AndroidOS",2.966,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Memory Problems","english","body","AndroidOS",2.357,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Physical Exam","english","body","AndroidOS",2.12,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Physical Activity","english","body","AndroidOS",2.206,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Immunization","english","body","AndroidOS",2.21,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Falls","english","body","AndroidOS",2.314,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Falls","english","body","AndroidOS",2.279,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Sexual Organs","english","body","AndroidOS",2.384,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Bone","english","body","AndroidOS",2.566,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Eyes","english","body","AndroidOS",2.205,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Lungs","english","body","AndroidOS",2.449,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Heart","english","body","AndroidOS",2.353,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Aorta","english","body","AndroidOS",2.691,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Liver","english","body","AndroidOS",2.222,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Stomach","english","body","AndroidOS",2.274,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Pancreas","english","body","AndroidOS",2.234,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Bowel","english","body","AndroidOS",2.194,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","male","Sexual Organs","english","body","AndroidOS",2.082,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Sexual Organs","english","body","AndroidOS",4.509,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Sun Exposure","english","body","AndroidOS",2.209,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Covid-19","english","body","AndroidOS",2.864,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Eyes","english","body","AndroidOS",2.183,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Memory Problems","english","body","AndroidOS",2.235,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Physical Exam","english","body","AndroidOS",2.128,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Physical Activity","english","body","AndroidOS",2.093,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Immunization","english","body","AndroidOS",1.961,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Falls","english","body","AndroidOS",2.094,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Sexual Organs","english","body","AndroidOS",1.984,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Bone","english","body","AndroidOS",2.289,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Eyes","english","body","AndroidOS",2.157,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Lungs","english","body","AndroidOS",2.881,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Heart","english","body","AndroidOS",2.409,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Breast","english","body","AndroidOS",2.43,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Aorta","english","body","AndroidOS",2.368,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Stomach","english","body","AndroidOS",2.137,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Liver","english","body","AndroidOS",2.447,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Pancreas","english","body","AndroidOS",2.221,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Bowel","english","body","AndroidOS",2.568,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Ovary","english","body","AndroidOS",2.729,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Ovary","english","body","AndroidOS",2.152,"Ontario","patient",""
"34","Chrome","Ottawa","20200811","AndroidPhone","female","Sexual Organs","english","body","AndroidOS",2.27,"Ontario","patient",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Uterus","english","body","AndroidOS",8.357,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Sun Exposure","english","body","AndroidOS",2.609,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Covid-19","english","body","AndroidOS",2.431,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Memory Problems","english","body","AndroidOS",2.475,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Eyes","english","body","AndroidOS",2.138,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Physical Exam","english","body","AndroidOS",2.033,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Physical Activity","english","body","AndroidOS",2.033,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Immunization","english","body","AndroidOS",2.026,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Immunization","english","body","AndroidOS",2.256,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Eyes","english","body","AndroidOS",2.172,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Falls","english","body","AndroidOS",2.391,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Sexual Organs","english","body","AndroidOS",2.133,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Bone","english","body","AndroidOS",2.634,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Eyes","english","body","AndroidOS",3.35,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Lungs","english","body","AndroidOS",2.228,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Heart","english","body","AndroidOS",2.157,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Aorta","english","body","AndroidOS",2.203,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Breast","english","body","AndroidOS",2.159,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Stomach","english","body","AndroidOS",2.268,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Liver","english","body","AndroidOS",2.207,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Pancreas","english","body","AndroidOS",2.139,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Bowel","english","body","AndroidOS",2.063,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","female","Ovary","english","body","AndroidOS",2.33,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Uterus","english","body","AndroidOS",11.317,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Sun Exposure","english","body","AndroidOS",2.498,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Covid-19","english","body","AndroidOS",2.161,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Memory Problems","english","body","AndroidOS",2.168,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Physical Exam","english","body","AndroidOS",2.166,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Physical Activity","english","body","AndroidOS",2.129,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Immunization","english","body","AndroidOS",2.232,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Falls","english","body","AndroidOS",2.319,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Sexual Organs","english","body","AndroidOS",2.392,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Bone","english","body","AndroidOS",2.715,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Eyes","english","body","AndroidOS",2.268,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Lungs","english","body","AndroidOS",2.348,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Heart","english","body","AndroidOS",2.208,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Aorta","english","body","AndroidOS",2.248,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Stomach","english","body","AndroidOS",2.384,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Liver","english","body","AndroidOS",2.6,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Pancreas","english","body","AndroidOS",2.372,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Bowel","english","body","AndroidOS",2.209,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Falls","english","body","AndroidOS",2.054,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Sexual Organs","english","body","AndroidOS",16.589,"Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Bowel","english","body","AndroidOS","","Ontario","provider",""
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Lungs","english","body","AndroidOS","","Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","COVID-19","french","topics","AndroidOS",1232.812,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Covid-19","english","body","AndroidOS",5.267,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Aorta","english","body","AndroidOS",42.376,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Aorte","french","body","AndroidOS","","Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Aorta","english","body","AndroidOS",14.411,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Liver","english","body","AndroidOS",6.05,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200811","AndroidPhone","male","Bowel","english","body","AndroidOS",7.797,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"44","Chrome","Ottawa","20200811","AndroidPhone","male","Abdominal Aortic Aneurysm Screen","english","topics","AndroidOS",87.984,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"65","Chrome","Ottawa","20200811","AndroidPhone","male","Aorta","english","body","AndroidOS",8.738,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"65","Chrome","Ottawa","20200811","AndroidPhone","male","Stomach","english","body","AndroidOS",2.744,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"65","Chrome","Ottawa","20200811","AndroidPhone","male","Aorta","english","body","AndroidOS","","Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Aorte","french","body","AndroidOS",550.96,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Aorta","english","body","AndroidOS",611.059,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","COVID-19","french","topics","AndroidOS",24.125,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Activité sexuelle et Prostate","french","topics","AndroidOS",3.443,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Alimentation","french","topics","AndroidOS",4.378,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Cancer du côlon","french","topics","AndroidOS",2.248,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Diabète de type 2","french","topics","AndroidOS",2.303,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Être actif","french","topics","AndroidOS",3.618,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Être actif","french","topics","AndroidOS",2.59,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Examen physique","french","topics","AndroidOS",2.182,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Exposition au soleil","french","topics","AndroidOS",1.91,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Maladie cardiaque","french","topics","AndroidOS",3.592,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Poumon","french","topics","AndroidOS",2.315,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Santé des os","french","topics","AndroidOS",2.266,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Troubles de la mémoire or démence","french","topics","AndroidOS",2.644,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Toxicomanie","french","topics","AndroidOS",2.686,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Vaccination","french","topics","AndroidOS",4.946,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Vaccination","french","topics","AndroidOS",2.202,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","male","Vision","french","topics","AndroidOS",1.822,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Vitamines, minéraux","french","topics","AndroidOS",4.824,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","COVID-19","french","topics","AndroidOS",14.147,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Activité sexuelle","french","topics","AndroidOS",1.963,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Alimentation","french","topics","AndroidOS",3.1,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Cancer du sein","french","topics","AndroidOS",2.271,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Cancer du col de l’utérus","french","topics","AndroidOS",3.809,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Cancer du côlon","french","topics","AndroidOS",2.096,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Diabète de type 2","french","topics","AndroidOS",2.302,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Être actif","french","topics","AndroidOS",3.008,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Être actif","french","topics","AndroidOS",2.103,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Examen physique","french","topics","AndroidOS",2.255,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Exposition au soleil","french","topics","AndroidOS",1.859,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Maladie cardiaque","french","topics","AndroidOS",3.044,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Poumon","french","topics","AndroidOS",2.702,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Maladie cardiaque","french","topics","AndroidOS",3.866,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Santé des os","french","topics","AndroidOS",2.777,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Troubles de la mémoire or démence","french","topics","AndroidOS",3.027,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Toxicomanie","french","topics","AndroidOS",2.71,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Toxicomanie","french","topics","AndroidOS",2.296,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Vaccination","french","topics","AndroidOS",2.176,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Vaccination","french","topics","AndroidOS",2.071,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Vision","french","topics","AndroidOS",2.056,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Vision","french","topics","AndroidOS",2.051,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Vitamines, minéraux","french","topics","AndroidOS",15.651,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Avantages or inconvénients des tests","french","tests","AndroidOS",1.416,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Analyse de la glycémie","french","tests","AndroidOS",1.52,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Densité minérale osseuse","french","tests","AndroidOS",1.395,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Dépistage des ITS","french","tests","AndroidOS",2.192,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Tomodensitométrie (TDM) à faible dose","french","tests","AndroidOS",1.353,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Test de Pap","french","tests","AndroidOS",0.385,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Score de risque cardiaque","french","tests","AndroidOS",0.476,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Mammographie","french","tests","AndroidOS",0.374,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Dépistage du cancer colorectal","french","tests","AndroidOS",0.448,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200812","AndroidPhone","male","Dosage du cholestérol sanguin","french","tests","AndroidOS",13.358,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200812","AndroidPhone","male","Quand faut-il arrêter de faire passer des tests?","french","tests","AndroidOS",1.294,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200812","AndroidPhone","male","Tomodensitométrie (TDM) à faible dose","french","tests","AndroidOS",0.309,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200812","AndroidPhone","female","Test de la mémoire","french","tests","AndroidOS",6.462,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200812","AndroidPhone","female","Quand faut-il arrêter de faire passer des tests?","french","tests","AndroidOS",0.989,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"all ages","Chrome","Ottawa","20200812","AndroidPhone","male","Vaccination contre la rubéole et la varicelle","french","tests","AndroidOS",561.04,"Ontario","provider","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Pros or  Cons of tests","english","tests","AndroidOS",0.974,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Bone mineral density","english","tests","AndroidOS",1.325,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Cholesterol blood test","english","tests","AndroidOS",1.052,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Colorectal cancer screening","english","tests","AndroidOS",1.405,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Heart risk score","english","tests","AndroidOS",1.311,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","Sugar blood test","english","tests","AndroidOS",1.131,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
"55","Chrome","Ottawa","20200812","AndroidPhone","female","STI tests","english","tests","AndroidOS",0.631,"Ontario","patient","065e6019-f65b-4abb-9b4e-e79d23285bdc"
